DO;PRODUIT; HT ; TAX ; TTC ;TYPE_VENTE;CHANNEL
Mostaganem;ADSL;2 784 161,03; -   ;2 784 161,03;Recharge via Carte Credit& Application;ATPOST
Mostaganem;ADSL;1 364 309,10; -   ;1 364 309,10;recharge via eSpace Client;eSpace Client
Mostaganem;ADSL;25; -   ;25;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Mostaganem;ADSL;215 925,60; -   ;215 925,60;Rechargement via espace Actel;ActelEspace
Mostaganem;ADSL;9 949 881,25;1 311,00;9 951 192,25;Ventes et recharges ADSL;9
Mostaganem;Divers;1 725,00;327,75;2 052,75;ventes accessoires;9
Mostaganem;DV;595 881,00; -   ;595 881,00;Divers;9
Mostaganem;FTTx;33 976,84;6 455,61;40 432,45;Modem;9
Mostaganem;FTTx;2 849,58;541,42;3 391,00;Prestation de services FTTX;9
Mostaganem;FTTx;484,87;92,13;577;Prestation de services FTTx;9
Mostaganem;FTTx;7 763 040,35; -   ;7 763 040,35;recharge via agence;Agence
Mostaganem;FTTx;1 453 779,01; -   ;1 453 779,01;Recharge via Carte Credit& Application;ATPOST
Mostaganem;FTTx;880 141,15; -   ;880 141,15;recharge via eSpace Client;eSpace Client
Mostaganem;FTTx;275; -   ;275;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Mostaganem;FTTx;90 242,70; -   ;90 242,70;Rechargement via espace Actel;ActelEspace
Mostaganem;FTTx;105 755,00; -   ;105 755,00;Ventes et Recharges FTTX;9
Mostaganem;FTTx;71,43;13,57;85;;9
Mostaganem;LTE;4 273,50;811,96;5 085,47;Modem;9
Mostaganem;LTE;3 573,07;675,66;4 248,73;Prestation de services LTE 4G;9
Mostaganem;LTE;1 142 882,50; -   ;1 142 882,50;Recharge via Carte Credit& Application;ATPOST
Mostaganem;LTE;415 180,00; -   ;415 180,00;recharge via eSpace Client;eSpace Client
Mostaganem;LTE;545 892,50; -   ;545 892,50;Rechargement via espace Actel;ActelEspace
Mostaganem;LTE;6 908 294,50; -   ;6 908 294,50;Recharges 4G;9
Mostaganem;LTE;1 217 333,30; -   ;1 217 333,30;Ventes et Recharges LTE 4G;9
Mostaganem;Modem;2 752,10;522,9;3 275,00;Modem;9
Mostaganem;PSTN;29 801,33;5 646,62;35 447,96;Divers;9
Mostaganem;PSTN;55 548,04;10 554,11;66 102,15;Prestation de services PSTN;9
Mostaganem;VOIP;23 093,04;4 345,96;27 439,00;Prestation de services VOIP;9
M_Sila;ADSL;42,86;8,14;51;Prestation de services ADSL;9
M_Sila;ADSL;2 529 723,75; -   ;2 529 723,75;Recharge ADSL;9
M_Sila;ADSL;17 766 846,25; -   ;17 766 846,25;recharge via agence;Agence
M_Sila;ADSL;4 031 650,07; -   ;4 031 650,07;Recharge via Carte Credit& Application;ATPOST
M_Sila;ADSL;1 418 474,45; -   ;1 418 474,45;recharge via eSpace Client;eSpace Client
M_Sila;ADSL;717 455,85; -   ;717 455,85;Rechargement via espace Actel;ActelEspace
M_Sila;ADSL;5 884 022,75;877,8;5 884 900,55;Ventes et recharges ADSL;9
M_Sila;Divers;2 700,00;513;3 213,00;ventes accessoires;9
M_Sila;DV;631 946,00; -   ;631 946,00;Divers;9
M_Sila;FTTx;17 197,39;3 267,51;20 464,90;Modem;9
M_Sila;FTTx;4 121,38;783,07;4 904,45;Prestation de services FTTX;9
M_Sila;FTTx;1 500,00;285;1 785,00;Prestation de services FTTx;9
M_Sila;FTTx;4 520 974,50; -   ;4 520 974,50;recharge via agence;Agence
M_Sila;FTTx;1 204 248,80; -   ;1 204 248,80;Recharge via Carte Credit& Application;ATPOST
M_Sila;FTTx;429 364,30; -   ;429 364,30;recharge via eSpace Client;eSpace Client
M_Sila;FTTx;219 662,25; -   ;219 662,25;Rechargement via espace Actel;ActelEspace
M_Sila;FTTx;46 625,00; -   ;46 625,00;Ventes et Recharges FTTX;9
M_Sila;LTE;2 935,68;557,8;3 493,48;Prestation de services LTE 4G;9
M_Sila;LTE;1 361 767,50; -   ;1 361 767,50;Recharge via Carte Credit& Application;ATPOST
M_Sila;LTE;462 937,50; -   ;462 937,50;recharge via eSpace Client;eSpace Client
M_Sila;LTE;714 090,00; -   ;714 090,00;Rechargement via espace Actel;ActelEspace
M_Sila;LTE;5 877 764,50; -   ;5 877 764,50;Recharges 4G;9
M_Sila;LTE;1 460 742,60; -   ;1 460 742,60;Ventes et Recharges LTE 4G;9
M_Sila;Modem;3 789,92;720,09;4 510,00;Modem;9
M_Sila;PSTN;20 642,79;3 922,21;24 565,00;Divers;9
M_Sila;PSTN;86 691,03;16 471,52;103 162,55;Prestation de services PSTN;9
M_Sila;VOIP;13 659,55;2 595,35;16 254,90;Prestation de services VOIP;9
Naama;ADSL;2 230 795,00; -   ;2 230 795,00;Recharge ADSL;9
Naama;ADSL;6 810 807,20; -   ;6 810 807,20;recharge via agence;Agence
Naama;ADSL;1 591 410,35; -   ;1 591 410,35;Recharge via Carte Credit& Application;ATPOST
Naama;ADSL;464 401,45; -   ;464 401,45;recharge via eSpace Client;eSpace Client
Naama;ADSL;214 132,40; -   ;214 132,40;Rechargement via espace Actel;ActelEspace
Naama;ADSL;1 449 305,00;570;1 449 875,00;Ventes et recharges ADSL;9
Naama;Divers;896,64;170,36;1 067,00;ventes accessoires;9
Naama;DV;178 387,50; -   ;178 387,50;Divers;9
Naama;FTTx;13 109,24;2 490,76;15 600,00;Modem;9
Naama;FTTx;1 393,28;264,72;1 658,00;Prestation de services FTTX;9
Naama;FTTx;600;114;714;Prestation de services FTTx;9
Naama;FTTx;1 701 511,70; -   ;1 701 511,70;recharge via agence;Agence
Naama;FTTx;368 778,35; -   ;368 778,35;Recharge via Carte Credit& Application;ATPOST
Naama;FTTx;118 859,15; -   ;118 859,15;recharge via eSpace Client;eSpace Client
Naama;FTTx;124 266,45; -   ;124 266,45;Rechargement via espace Actel;ActelEspace
Naama;FTTx;11 895,00; -   ;11 895,00;Ventes et Recharges FTTX;9
Naama;LTE;1 419,87;269,78;1 689,65;Prestation de services LTE 4G;9
Naama;LTE;686 660,00; -   ;686 660,00;Recharge via Carte Credit& Application;ATPOST
Naama;LTE;164 087,50; -   ;164 087,50;recharge via eSpace Client;eSpace Client
Naama;LTE;252 940,00; -   ;252 940,00;Rechargement via espace Actel;ActelEspace
Naama;LTE;1 874 094,25; -   ;1 874 094,25;Recharges 4G;9
Naama;LTE;500 630,80; -   ;500 630,80;Ventes et Recharges LTE 4G;9
Naama;PSTN;12 507,10;2 376,40;14 883,50;Divers;9
Naama;PSTN;27 014,22;5 132,78;32 147,00;Prestation de services PSTN;9
Naama;VOIP;8 910,06;1 692,94;10 603,00;Prestation de services VOIP;9
Oran;ADSL;3 352,06;636,89;3 988,95;Modem;9
Oran;ADSL;42,86;8,14;51;Prestation de services ADSL;9
Oran;ADSL;1 294 425,00; -   ;1 294 425,00;Recharge ADSL;9
Oran;ADSL;47 935 518,09; -   ;47 935 518,09;recharge via agence;Agence
Oran;ADSL;7 519 944,82; -   ;7 519 944,82;Recharge via Carte Credit& Application;ATPOST
Oran;ADSL;5 432 365,60; -   ;5 432 365,60;recharge via eSpace Client;eSpace Client
Oran;ADSL;100; -   ;100;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Oran;ADSL;809 720,50; -   ;809 720,50;Rechargement via espace Actel;ActelEspace
Oran;ADSL;25 911 568,00;2 120,40;25 913 688,40;Ventes et recharges ADSL;9
Oran;Divers;11 251,68;2 137,82;13 389,50;ventes accessoires;9
Oran;DV;1 743 346,00;245,1;1 743 591,10;Divers;9
Oran;FTTx;201 323,50;38 251,50;239 575,00;Modem;9
Oran;FTTx;31 338,86;5 954,39;37 293,25;Prestation de services FTTX;9
Oran;FTTx;3 612,44;686,36;4 298,80;Prestation de services FTTx;9
Oran;FTTx;31 421 502,24; -   ;31 421 502,24;recharge via agence;Agence
Oran;FTTx;6 306 386,57; -   ;6 306 386,57;Recharge via Carte Credit& Application;ATPOST
Oran;FTTx;6 182 423,15; -   ;6 182 423,15;recharge via eSpace Client;eSpace Client
Oran;FTTx;150; -   ;150;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Oran;FTTx;510 389,85; -   ;510 389,85;Rechargement via espace Actel;ActelEspace
Oran;FTTx;424 925,00; -   ;424 925,00;Ventes et Recharges FTTX;9
Oran;LTE;5 017,30;953,33;5 970,63;Prestation de services LTE 4G;9
Oran;LTE;1 437 277,50; -   ;1 437 277,50;Recharge via Carte Credit& Application;ATPOST
Oran;LTE;1 148 727,50; -   ;1 148 727,50;recharge via eSpace Client;eSpace Client
Oran;LTE;1 972 140,00; -   ;1 972 140,00;Rechargement via espace Actel;ActelEspace
Oran;LTE;11 785 805,13; -   ;11 785 805,13;Recharges 4G;9
Oran;LTE;2 805 590,50; -   ;2 805 590,50;Ventes et Recharges LTE 4G;9
Oran;Modem;38 191,17;7 256,33;45 447,50;Modem;9
Oran;PSTN;84 502,58;16 047,68;100 550,26;Divers;9
Oran;PSTN;119 201,31;22 648,11;141 849,43;Prestation de services PSTN;9
Oran;VOIP;95 573,41;18 022,49;113 595,90;Prestation de services VOIP;9
Ouargla;ADSL;42,86;8,14;51;Prestation de services ADSL;9
Ouargla;ADSL;10 214 695,35; -   ;10 214 695,35;recharge via agence;Agence
Ouargla;ADSL;3 511 738,25; -   ;3 511 738,25;Recharge via Carte Credit& Application;ATPOST
Ouargla;ADSL;1 099 128,05; -   ;1 099 128,05;recharge via eSpace Client;eSpace Client
Ouargla;ADSL;148,5; -   ;148,5;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Ouargla;ADSL;34 759,00; -   ;34 759,00;Rechargement via espace Actel;ActelEspace
Ouargla;ADSL;3 251 812,63;513;3 252 325,63;Ventes et recharges ADSL;9
Ouargla;Divers;2 500,00;475;2 975,00;ventes accessoires;9
Ouargla;DV;214 534,50; -   ;214 534,50;Divers;9
Ouargla;FTTx;5 307,56;1 008,44;6 316,00;Prestation de services FTTX;9
Ouargla;FTTx;3 350 623,20; -   ;3 350 623,20;recharge via agence;Agence
Ouargla;FTTx;1 804 317,27; -   ;1 804 317,27;Recharge via Carte Credit& Application;ATPOST
Ouargla;FTTx;471 854,95; -   ;471 854,95;recharge via eSpace Client;eSpace Client
Ouargla;FTTx;25 701,25; -   ;25 701,25;Rechargement via espace Actel;ActelEspace
Ouargla;FTTx;900; -   ;900;Ventes et Recharges FTTX;9
Ouargla;LTE;534,19;101,5;635,68;Modem;9
Ouargla;LTE;2 042,73;388,14;2 430,87;Prestation de services LTE 4G;9
Ouargla;LTE;1 269 877,50; -   ;1 269 877,50;Recharge via Carte Credit& Application;ATPOST
Ouargla;LTE;347 390,00; -   ;347 390,00;recharge via eSpace Client;eSpace Client
Ouargla;LTE;251 410,00; -   ;251 410,00;Rechargement via espace Actel;ActelEspace
Ouargla;LTE;1 600 630,13; -   ;1 600 630,13;Recharges 4G;9
Ouargla;LTE;618 783,48; -   ;618 783,48;Ventes et Recharges LTE 4G;9
Ouargla;Modem;4 752,10;902,9;5 655,00;Modem;9
Ouargla;PSTN;15 581,38;2 960,52;18 541,90;Divers;9
Ouargla;PSTN;43 614,90;8 286,85;51 901,75;Prestation de services PSTN;9
Ouargla;VOIP;11 971,39;2 274,61;14 246,00;Prestation de services VOIP;9
Ouled Djellal;ADSL;1 726 416,35; -   ;1 726 416,35;recharge via agence;Agence
Ouled Djellal;ADSL;945 598,68; -   ;945 598,68;Recharge via Carte Credit& Application;ATPOST
Ouled Djellal;ADSL;231 523,05; -   ;231 523,05;recharge via eSpace Client;eSpace Client
Ouled Djellal;ADSL;66 186,15; -   ;66 186,15;Rechargement via espace Actel;ActelEspace
Ouled Djellal;ADSL;4 030 155,25;228;4 030 383,25;Ventes et recharges ADSL;9
Ouled Djellal;Divers;2 200,00;418;2 618,00;ventes accessoires;9
Ouled Djellal;DV;79 015,00; -   ;79 015,00;Divers;9
Ouled Djellal;FTTx;42,86;8,14;51;Prestation de services FTTX;9
Ouled Djellal;FTTx;770 632,75; -   ;770 632,75;recharge via agence;Agence
Ouled Djellal;FTTx;234 002,35; -   ;234 002,35;Recharge via Carte Credit& Application;ATPOST
Ouled Djellal;FTTx;52 887,55; -   ;52 887,55;recharge via eSpace Client;eSpace Client
Ouled Djellal;FTTx;19 178,00; -   ;19 178,00;Rechargement via espace Actel;ActelEspace
Ouled Djellal;FTTx;100; -   ;100;Ventes et Recharges FTTX;9
Ouled Djellal;LTE;2 670,94;507,48;3 178,42;Modem;9
Ouled Djellal;LTE;683,12;129,8;812,92;Prestation de services LTE 4G;9
Ouled Djellal;LTE;244 325,00; -   ;244 325,00;Recharge via Carte Credit& Application;ATPOST
Ouled Djellal;LTE;45 157,50; -   ;45 157,50;recharge via eSpace Client;eSpace Client
Ouled Djellal;LTE;53 665,00; -   ;53 665,00;Rechargement via espace Actel;ActelEspace
Ouled Djellal;LTE;1 705 128,13; -   ;1 705 128,13;Recharges 4G;9
Ouled Djellal;LTE;335 701,00; -   ;335 701,00;Ventes et Recharges LTE 4G;9
Ouled Djellal;Modem;4 773,11;906,89;5 680,00;Modem;9
Ouled Djellal;PSTN;4 642,84;882,16;5 525,00;Divers;9
Ouled Djellal;PSTN;5 301,67;1 007,33;6 309,00;Prestation de services PSTN;9
Ouled Djellal;VOIP;3 385,71;643,29;4 029,00;Prestation de services VOIP;9
Oum_El_Bouaghi;ADSL;2 323 650,00; -   ;2 323 650,00;Recharge ADSL;9
Oum_El_Bouaghi;ADSL;16 821 493,60; -   ;16 821 493,60;recharge via agence;Agence
Oum_El_Bouaghi;ADSL;2 579 089,98; -   ;2 579 089,98;Recharge via Carte Credit& Application;ATPOST
Oum_El_Bouaghi;ADSL;732 387,85; -   ;732 387,85;recharge via eSpace Client;eSpace Client
Oum_El_Bouaghi;ADSL;162 006,70; -   ;162 006,70;Rechargement via espace Actel;ActelEspace
Oum_El_Bouaghi;ADSL;6 231 869,38;1 368,00;6 233 237,38;Ventes et recharges ADSL;9
Oum_El_Bouaghi;Divers;5 225,00;992,75;6 217,75;ventes accessoires;9
Oum_El_Bouaghi;DV;263 353,50; -   ;263 353,50;Divers;9
Oum_El_Bouaghi;FTTx;3 684,87;700,13;4 385,00;Modem;9
Oum_El_Bouaghi;FTTx;4 664,92;886,33;5 551,25;Prestation de services FTTX;9
Oum_El_Bouaghi;FTTx;1 200,00;228;1 428,00;Prestation de services FTTx;9
Oum_El_Bouaghi;FTTx;8 345 464,60; -   ;8 345 464,60;recharge via agence;Agence
Oum_El_Bouaghi;FTTx;1 317 704,73; -   ;1 317 704,73;Recharge via Carte Credit& Application;ATPOST
Oum_El_Bouaghi;FTTx;386 694,50; -   ;386 694,50;recharge via eSpace Client;eSpace Client
Oum_El_Bouaghi;FTTx;94 447,65; -   ;94 447,65;Rechargement via espace Actel;ActelEspace
Oum_El_Bouaghi;FTTx;215; -   ;215;Ventes et Recharges FTTX;9
Oum_El_Bouaghi;LTE;1 991,45;378,39;2 369,84;Prestation de services LTE 4G;9
Oum_El_Bouaghi;LTE;751 200,00; -   ;751 200,00;Recharge via Carte Credit& Application;ATPOST
Oum_El_Bouaghi;LTE;237 740,00; -   ;237 740,00;recharge via eSpace Client;eSpace Client
Oum_El_Bouaghi;LTE;520 330,00; -   ;520 330,00;Rechargement via espace Actel;ActelEspace
Oum_El_Bouaghi;LTE;4 550 349,25; -   ;4 550 349,25;Recharges 4G;9
Oum_El_Bouaghi;LTE;914 242,50; -   ;914 242,50;Ventes et Recharges LTE 4G;9
Oum_El_Bouaghi;Modem;48 682,76;9 249,74;57 932,50;Modem;9
Oum_El_Bouaghi;PSTN;22 827,07;4 337,23;27 164,30;Divers;9
Oum_El_Bouaghi;PSTN;64 019,59;12 163,86;76 183,45;Prestation de services PSTN;9
Oum_El_Bouaghi;VOIP;28 587,26;5 431,61;34 018,88;Prestation de services VOIP;9
Relizane;ADSL;3 546 850,00; -   ;3 546 850,00;Recharge ADSL;9
Relizane;ADSL;17 486 884,00; -   ;17 486 884,00;recharge via agence;Agence
Relizane;ADSL;3 626 764,92; -   ;3 626 764,92;Recharge via Carte Credit& Application;ATPOST
Relizane;ADSL;1 308 241,85; -   ;1 308 241,85;recharge via eSpace Client;eSpace Client
Relizane;ADSL;257 023,65; -   ;257 023,65;Rechargement via espace Actel;ActelEspace
Relizane;ADSL;6 507 994,38;114;6 508 108,38;Ventes et recharges ADSL;9
Relizane;Divers;1 505,04;285,96;1 791,00;ventes accessoires;9
Relizane;DV;484 273,50; -   ;484 273,50;Divers;9
Relizane;FTTx;16 993,70;3 228,81;20 222,50;Modem;9
Relizane;FTTx;4 016,39;763,11;4 779,50;Prestation de services FTTX;9
Relizane;FTTx;4 228 405,60; -   ;4 228 405,60;recharge via agence;Agence
Relizane;FTTx;872 896,97; -   ;872 896,97;Recharge via Carte Credit& Application;ATPOST
Relizane;FTTx;323 592,90; -   ;323 592,90;recharge via eSpace Client;eSpace Client
Relizane;FTTx;102 107,40; -   ;102 107,40;Rechargement via espace Actel;ActelEspace
Relizane;FTTx;69 360,00; -   ;69 360,00;Ventes et Recharges FTTX;9
Relizane;LTE;534,19;101,5;635,68;Modem;9
Relizane;LTE;4 061,96;771,8;4 833,76;Prestation de services LTE 4G;9
Relizane;LTE;1 643 727,50; -   ;1 643 727,50;Recharge via Carte Credit& Application;ATPOST
Relizane;LTE;416 082,50; -   ;416 082,50;recharge via eSpace Client;eSpace Client
Relizane;LTE;377 875,00; -   ;377 875,00;Rechargement via espace Actel;ActelEspace
Relizane;LTE;6 414 877,75; -   ;6 414 877,75;Recharges 4G;9
Relizane;LTE;1 064 640,58; -   ;1 064 640,58;Ventes et Recharges LTE 4G;9
Relizane;Modem;1 789,92;340,08;2 130,00;Modem;9
Relizane;PSTN;29 464,19;5 598,31;35 062,50;Divers;9
Relizane;PSTN;171 622,36;32 608,60;204 230,95;Prestation de services PSTN;9
Relizane;VOIP;14 517,81;2 739,44;17 257,25;Prestation de services VOIP;9
Saida;ADSL;10 441 051,18; -   ;10 441 051,18;recharge via agence;Agence
Saida;ADSL;1 765 538,74; -   ;1 765 538,74;Recharge via Carte Credit& Application;ATPOST
Saida;ADSL;737 808,70; -   ;737 808,70;recharge via eSpace Client;eSpace Client
Saida;ADSL;167 372,65; -   ;167 372,65;Rechargement via espace Actel;ActelEspace
Saida;ADSL;2 604 355,25;1 539,00;2 605 894,25;Ventes et recharges ADSL;9
Saida;Divers;2 130,04;404,71;2 534,75;ventes accessoires;9
Saida;DV;259 346,00; -   ;259 346,00;Divers;9
Saida;FTTx;31 302,52;5 947,49;37 250,00;Modem;9
Saida;FTTx;2 593,28;492,72;3 086,00;Prestation de services FTTX;9
Saida;FTTx;4 292 112,65; -   ;4 292 112,65;recharge via agence;Agence
Saida;FTTx;743 320,98; -   ;743 320,98;Recharge via Carte Credit& Application;ATPOST
Saida;FTTx;386 026,95; -   ;386 026,95;recharge via eSpace Client;eSpace Client
Saida;FTTx;125 059,90; -   ;125 059,90;Rechargement via espace Actel;ActelEspace
Saida;FTTx;17 110,00; -   ;17 110,00;Ventes et Recharges FTTX;9
Saida;LTE;1 093,38;207,75;1 301,13;Prestation de services LTE 4G;9
Saida;LTE;516 805,00; -   ;516 805,00;Recharge via Carte Credit& Application;ATPOST
Saida;LTE;134 135,00; -   ;134 135,00;recharge via eSpace Client;eSpace Client
Saida;LTE;259 000,00; -   ;259 000,00;Rechargement via espace Actel;ActelEspace
Saida;LTE;1 027 965,75; -   ;1 027 965,75;Recharges 4G;9
Saida;LTE;413 791,45; -   ;413 791,45;Ventes et Recharges LTE 4G;9
Saida;Modem;4 067,18;772,77;4 839,95;Modem;9
Saida;PSTN;46 714,13;8 875,87;55 590,00;Divers;9
Saida;PSTN;39 452,98;7 496,13;46 949,11;Prestation de services PSTN;9
Saida;VOIP;26 572,13;5 048,77;31 620,90;Prestation de services VOIP;9
Setif;ADSL;557,14;105,86;663;Prestation de services ADSL;9
Setif;ADSL;25 740 050,00; -   ;25 740 050,00;Recharge ADSL;9
Setif;ADSL;34 725 380,24; -   ;34 725 380,24;recharge via agence;Agence
Setif;ADSL;9 209 764,58; -   ;9 209 764,58;Recharge via Carte Credit& Application;ATPOST
Setif;ADSL;3 038 527,85; -   ;3 038 527,85;recharge via eSpace Client;eSpace Client
Setif;ADSL;541 956,35; -   ;541 956,35;Rechargement via espace Actel;ActelEspace
Setif;ADSL;88 087 619,42;1 494,45;88 089 113,88;Ventes et recharges ADSL;9
Setif;Divers;14 850,00;2 821,50;17 671,50;ventes accessoires;9
Setif;DV;969 093,50; -   ;969 093,50;Divers;9
Setif;FTTx;52 934,87;10 057,64;62 992,50;Modem;9
Setif;FTTx;11 623,44;2 208,46;13 831,90;Prestation de services FTTX;9
Setif;FTTx;19 292,44;3 665,56;22 958,00;Prestation de services FTTx;9
Setif;FTTx;17 264 904,55; -   ;17 264 904,55;recharge via agence;Agence
Setif;FTTx;5 081 203,85; -   ;5 081 203,85;Recharge via Carte Credit& Application;ATPOST
Setif;FTTx;2 040 370,55; -   ;2 040 370,55;recharge via eSpace Client;eSpace Client
Setif;FTTx;260 151,25; -   ;260 151,25;Rechargement via espace Actel;ActelEspace
Setif;FTTx;59 690,00; -   ;59 690,00;Ventes et Recharges FTTX;9
Setif;LTE;534,19;101,5;635,68;Modem;9
Setif;LTE;4 353,20;825,52;5 178,72;Prestation de services LTE 4G;9
Setif;LTE;1 514 840,00; -   ;1 514 840,00;Recharge via Carte Credit& Application;ATPOST
Setif;LTE;528 497,50; -   ;528 497,50;recharge via eSpace Client;eSpace Client
Setif;LTE;931 192,50; -   ;931 192,50;Rechargement via espace Actel;ActelEspace
Setif;LTE;41 073 734,50; -   ;41 073 734,50;Recharges 4G;9
Setif;LTE;1 460 403,55; -   ;1 460 403,55;Ventes et Recharges LTE 4G;9
Setif;Modem;40 220,54;7 641,91;47 862,45;Modem;9
Setif;PSTN;61 548,37;11 682,49;73 230,86;Divers;9
Setif;PSTN;183 557,24;34 876,31;218 433,55;Prestation de services PSTN;9
Setif;Specialized Line;1 000,00;190;1 190,00;Prestation de services;9
Setif;Specialized Line;8 806,01;982,49;9 788,50;Prestation de services LS;9
Setif;VOIP;51 401,26;9 744,52;61 145,78;Prestation de services VOIP;9
Sidi_Bel_Abbes;ADSL;1 322 946,25; -   ;1 322 946,25;Recharge ADSL;9
Sidi_Bel_Abbes;ADSL;26 733 296,73; -   ;26 733 296,73;recharge via agence;Agence
Sidi_Bel_Abbes;ADSL;3 836 903,49; -   ;3 836 903,49;Recharge via Carte Credit& Application;ATPOST
Sidi_Bel_Abbes;ADSL;2 206 470,85; -   ;2 206 470,85;recharge via eSpace Client;eSpace Client
Sidi_Bel_Abbes;ADSL;729 780,25; -   ;729 780,25;Rechargement via espace Actel;ActelEspace
Sidi_Bel_Abbes;ADSL;7 629 603,63;798;7 630 401,63;Ventes et recharges ADSL;9
Sidi_Bel_Abbes;Divers;2 150,00;408,5;2 558,50;ventes accessoires;9
Sidi_Bel_Abbes;DV;455 804,00; -   ;455 804,00;Divers;9
Sidi_Bel_Abbes;FTTx;12 701,68;2 413,32;15 115,00;Modem;9
Sidi_Bel_Abbes;FTTx;4 527,52;860,23;5 387,75;Prestation de services FTTX;9
Sidi_Bel_Abbes;FTTx;5 056 241,01; -   ;5 056 241,01;recharge via agence;Agence
Sidi_Bel_Abbes;FTTx;927 365,31; -   ;927 365,31;Recharge via Carte Credit& Application;ATPOST
Sidi_Bel_Abbes;FTTx;696 348,80; -   ;696 348,80;recharge via eSpace Client;eSpace Client
Sidi_Bel_Abbes;FTTx;87 149,15; -   ;87 149,15;Rechargement via espace Actel;ActelEspace
Sidi_Bel_Abbes;FTTx;36 735,00; -   ;36 735,00;Ventes et Recharges FTTX;9
Sidi_Bel_Abbes;LTE;2 896,79;550,4;3 447,19;Prestation de services LTE 4G;9
Sidi_Bel_Abbes;LTE;687 195,00; -   ;687 195,00;Recharge via Carte Credit& Application;ATPOST
Sidi_Bel_Abbes;LTE;374 975,00; -   ;374 975,00;recharge via eSpace Client;eSpace Client
Sidi_Bel_Abbes;LTE;760 182,50; -   ;760 182,50;Rechargement via espace Actel;ActelEspace
Sidi_Bel_Abbes;LTE;3 974 040,50; -   ;3 974 040,50;Recharges 4G;9
Sidi_Bel_Abbes;LTE;890 600,90; -   ;890 600,90;Ventes et Recharges LTE 4G;9
Sidi_Bel_Abbes;Modem;2 722,69;517,31;3 240,00;Modem;9
Sidi_Bel_Abbes;PSTN;24 795,64;4 711,26;29 506,90;Divers;9
Sidi_Bel_Abbes;PSTN;76 159,38;14 470,42;90 629,80;Prestation de services PSTN;9
Sidi_Bel_Abbes;VOIP;9 166,57;1 741,68;10 908,25;Prestation de services VOIP;9
Siege;ADSL;14 911 529,35; -   ;14 911 529,35;recharge via agence;Agence
Siege;ADSL;657; -   ;657;Recharge via Carte Credit& Application;ATPOST
Siege;ADSL;305; -   ;305;recharge via eSpace Client;eSpace Client
Siege;ADSL;21 000,00;3 876,00;24 876,00;Ventes et recharges ADSL;9
Siege;FTTx;1 193,28;226,72;1 420,00;Modem;9
Siege;FTTx;23 700,00;4 503,00;28 203,00;Prestation de services FTTx;9
Siege;FTTx;2 025 373,55; -   ;2 025 373,55;recharge via agence;Agence
Siege;FTTx;300; -   ;300;Recharge via Carte Credit& Application;ATPOST
Siege;FTTx;5 369,75;1 020,25;6 390,00;Ventes et Recharges FTTX;9
Siege;LTE;60 000,00;11 400,00;71 400,00;Prestation de services LTE 4G;9
Siege;LTE;25; -   ;25;Recharge via Carte Credit& Application;ATPOST
Siege;LTE;175; -   ;175;recharge via eSpace Client;eSpace Client
Siege;LTE;250 120,00; -   ;250 120,00;Ventes et Recharges LTE 4G;9
Siege;Modem;1 193,28;226,72;1 420,00;Modem;9
Siege;VOIP;3 600,00;684;4 284,00;Prestation de services VOIP;9
Skikda;ADSL;522 125,00; -   ;522 125,00;Recharge ADSL;9
Skikda;ADSL;9 212 087,00; -   ;9 212 087,00;recharge via agence;Agence
Skikda;ADSL;2 462 412,12; -   ;2 462 412,12;Recharge via Carte Credit& Application;ATPOST
Skikda;ADSL;1 233 076,95; -   ;1 233 076,95;recharge via eSpace Client;eSpace Client
Skikda;ADSL;113 044,25; -   ;113 044,25;Rechargement via espace Actel;ActelEspace
Skikda;ADSL;20 304 548,13;798;20 305 346,13;Ventes et recharges ADSL;9
Skikda;Divers;2 300,00;437;2 737,00;ventes accessoires;9
Skikda;DV;369 818,00; -   ;369 818,00;Divers;9
Skikda;FTTx;6 629,41;1 259,59;7 889,00;Prestation de services FTTX;9
Skikda;FTTx;2 100,00;399;2 499,00;Prestation de services FTTx;9
Skikda;FTTx;10 586 768,05; -   ;10 586 768,05;recharge via agence;Agence
Skikda;FTTx;1 972 281,21; -   ;1 972 281,21;Recharge via Carte Credit& Application;ATPOST
Skikda;FTTx;1 359 747,45; -   ;1 359 747,45;recharge via eSpace Client;eSpace Client
Skikda;FTTx;144 724,90; -   ;144 724,90;Rechargement via espace Actel;ActelEspace
Skikda;FTTx;809,95; -   ;809,95;Ventes et Recharges FTTX;9
Skikda;LTE;1 068,38;202,99;1 271,37;Modem;9
Skikda;LTE;1 911,96;363,29;2 275,25;Prestation de services LTE 4G;9
Skikda;LTE;1 346 340,00; -   ;1 346 340,00;Recharge via Carte Credit& Application;ATPOST
Skikda;LTE;481 172,50; -   ;481 172,50;recharge via eSpace Client;eSpace Client
Skikda;LTE;354 935,00; -   ;354 935,00;Rechargement via espace Actel;ActelEspace
Skikda;LTE;7 676 455,75; -   ;7 676 455,75;Recharges 4G;9
