DO;PRODUIT; HT ; TAX ; TTC ;TYPE_VENTE;CHANNEL
Biskra;FTTx;100; -   ;100;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Biskra;FTTx;101 688,20; -   ;101 688,20;Rechargement via espace Actel;ActelEspace
Biskra;FTTx;3 944,95; -   ;3 944,95;Ventes et Recharges FTTX;9
Biskra;LTE;534,19;101,5;635,68;Modem;9
Biskra;LTE;1 861,32;353,67;2 214,99;Prestation de services LTE 4G;9
Biskra;LTE;741 432,50; -   ;741 432,50;Recharge via Carte Credit& Application;ATPOST
Biskra;LTE;239 332,50; -   ;239 332,50;recharge via eSpace Client;eSpace Client
Biskra;LTE;353 857,50; -   ;353 857,50;Rechargement via espace Actel;ActelEspace
Biskra;LTE;5 539 932,63; -   ;5 539 932,63;Recharges 4G;9
Biskra;LTE;746 858,15; -   ;746 858,15;Ventes et Recharges LTE 4G;9
Biskra;Modem;24 737,39;4 700,11;29 437,50;Modem;9
Biskra;PSTN;18 515,65;3 518,05;22 033,70;Divers;9
Biskra;PSTN;149 276,15;28 362,85;177 639,00;Prestation de services PSTN;9
Biskra;VOIP;18 484,84;3 512,16;21 997,00;Prestation de services VOIP;9
Blida;ADSL;21 487,50; -   ;21 487,50;Recharge ADSL;9
Blida;ADSL;30 310 309,25; -   ;30 310 309,25;recharge via agence;Agence
Blida;ADSL;7 813 954,50; -   ;7 813 954,50;Recharge via Carte Credit& Application;ATPOST
Blida;ADSL;3 867 831,55; -   ;3 867 831,55;recharge via eSpace Client;eSpace Client
Blida;ADSL;147,05; -   ;147,05;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Blida;ADSL;1 110 212,00; -   ;1 110 212,00;Rechargement via espace Actel;ActelEspace
Blida;ADSL;13 838 524,25;1 767,00;13 840 291,25;Ventes et recharges ADSL;9
Blida;CHARGEUR MODEM ADSL;21,01;3,99;25;Modem;9
Blida;Divers;2 700,00;513;3 213,00;ventes accessoires;9
Blida;DV;831 597,75; -   ;831 597,75;Divers;9
Blida;FTTx;83 626,07;15 888,97;99 515,05;Modem;9
Blida;FTTx;1 015,97;193,04;1 209,00;Prestation de services FTTX;9
Blida;FTTx;1 200,00;228;1 428,00;Prestation de services FTTx;9
Blida;FTTx;12 961 741,07; -   ;12 961 741,07;recharge via agence;Agence
Blida;FTTx;3 810 758,78; -   ;3 810 758,78;Recharge via Carte Credit& Application;ATPOST
Blida;FTTx;2 309 388,75; -   ;2 309 388,75;recharge via eSpace Client;eSpace Client
Blida;FTTx;100; -   ;100;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Blida;FTTx;333 263,90; -   ;333 263,90;Rechargement via espace Actel;ActelEspace
Blida;FTTx;365 325,00; -   ;365 325,00;Ventes et Recharges FTTX;9
Blida;LTE;1 068,38;202,99;1 271,37;Modem;9
Blida;LTE;3 039,74;577,57;3 617,31;Prestation de services LTE 4G;9
Blida;LTE;666 870,00; -   ;666 870,00;Recharge via Carte Credit& Application;ATPOST
Blida;LTE;415 002,50; -   ;415 002,50;recharge via eSpace Client;eSpace Client
Blida;LTE;717 490,00; -   ;717 490,00;Rechargement via espace Actel;ActelEspace
Blida;LTE;2 852 181,50; -   ;2 852 181,50;Recharges 4G;9
Blida;LTE;1 143 160,45; -   ;1 143 160,45;Ventes et Recharges LTE 4G;9
Blida;Modem;43 701,63;8 303,32;52 004,95;Modem;9
Blida;PSTN;37 462,73;7 118,07;44 580,80;Divers;9
Blida;PSTN;136 845,19;26 000,43;162 845,63;Prestation de services PSTN;9
Blida;VOIP;61 669,45;11 671,81;73 341,25;Prestation de services VOIP;9
Bordj Badji Mokhtar;ADSL;43 169,35; -   ;43 169,35;recharge via agence;Agence
Bordj Badji Mokhtar;ADSL;2 027,50; -   ;2 027,50;Recharge via Carte Credit& Application;ATPOST
Bordj Badji Mokhtar;ADSL;462; -   ;462;recharge via eSpace Client;eSpace Client
Bordj Badji Mokhtar;ADSL;126 196,13; -   ;126 196,13;Ventes et recharges ADSL;9
Bordj Badji Mokhtar;Divers;7 159,66;1 360,34;8 520,00;ventes accessoires;9
Bordj Badji Mokhtar;DV;18 460,00; -   ;18 460,00;Divers;9
Bordj Badji Mokhtar;FTTx;16 109,24;3 060,76;19 170,00;Modem;9
Bordj Badji Mokhtar;FTTx;5 665,12;1 076,38;6 741,50;Prestation de services FTTX;9
Bordj Badji Mokhtar;FTTx;4 800,00;912;5 712,00;Prestation de services FTTx;9
Bordj Badji Mokhtar;FTTx;1 269 817,65; -   ;1 269 817,65;recharge via agence;Agence
Bordj Badji Mokhtar;FTTx;372 065,90; -   ;372 065,90;Recharge via Carte Credit& Application;ATPOST
Bordj Badji Mokhtar;FTTx;67 511,30; -   ;67 511,30;recharge via eSpace Client;eSpace Client
Bordj Badji Mokhtar;FTTx;206 210,30; -   ;206 210,30;Rechargement via espace Actel;ActelEspace
Bordj Badji Mokhtar;FTTx;5 970,00; -   ;5 970,00;Ventes et Recharges FTTX;9
Bordj Badji Mokhtar;LTE;188,03;35,73;223,76;Prestation de services LTE 4G;9
Bordj Badji Mokhtar;LTE;231 605,00; -   ;231 605,00;Recharge via Carte Credit& Application;ATPOST
Bordj Badji Mokhtar;LTE;35 230,00; -   ;35 230,00;recharge via eSpace Client;eSpace Client
Bordj Badji Mokhtar;LTE;87 145,00; -   ;87 145,00;Rechargement via espace Actel;ActelEspace
Bordj Badji Mokhtar;LTE;113 855,75; -   ;113 855,75;Recharges 4G;9
Bordj Badji Mokhtar;LTE;192 067,05; -   ;192 067,05;Ventes et Recharges LTE 4G;9
Bordj Badji Mokhtar;PSTN;2 881,42;547,48;3 428,90;Divers;9
Bordj Badji Mokhtar;PSTN;1 539,91;284,44;1 824,36;Prestation de services PSTN;9
Bordj Badji Mokhtar;VOIP;8 213,01;1 560,49;9 773,50;Prestation de services VOIP;9
Bordj_Bou_Arreridj;ADSL;5 949 375,00; -   ;5 949 375,00;Recharge ADSL;9
Bordj_Bou_Arreridj;ADSL;18 433 333,23; -   ;18 433 333,23;recharge via agence;Agence
Bordj_Bou_Arreridj;ADSL;4 366 617,18; -   ;4 366 617,18;Recharge via Carte Credit& Application;ATPOST
Bordj_Bou_Arreridj;ADSL;1 222 487,15; -   ;1 222 487,15;recharge via eSpace Client;eSpace Client
Bordj_Bou_Arreridj;ADSL;512 251,35; -   ;512 251,35;Rechargement via espace Actel;ActelEspace
Bordj_Bou_Arreridj;ADSL;11 310 098,38;399;11 310 497,38;Ventes et recharges ADSL;9
Bordj_Bou_Arreridj;Divers;6 325,00;1 201,75;7 526,75;ventes accessoires;9
Bordj_Bou_Arreridj;DV;692 696,50; -   ;692 696,50;Divers;9
Bordj_Bou_Arreridj;FTTx;98 653,34;18 744,16;117 397,50;Modem;9
Bordj_Bou_Arreridj;FTTx;10 286,09;1 954,36;12 240,45;Prestation de services FTTX;9
Bordj_Bou_Arreridj;FTTx;1 200,00;228;1 428,00;Prestation de services FTTx;9
Bordj_Bou_Arreridj;FTTx;6 519 016,24; -   ;6 519 016,24;recharge via agence;Agence
Bordj_Bou_Arreridj;FTTx;1 430 495,98; -   ;1 430 495,98;Recharge via Carte Credit& Application;ATPOST
Bordj_Bou_Arreridj;FTTx;496 275,70; -   ;496 275,70;recharge via eSpace Client;eSpace Client
Bordj_Bou_Arreridj;FTTx;220 834,65; -   ;220 834,65;Rechargement via espace Actel;ActelEspace
Bordj_Bou_Arreridj;FTTx;16 665,00; -   ;16 665,00;Ventes et Recharges FTTX;9
Bordj_Bou_Arreridj;LTE;534,19;101,5;635,68;Modem;9
Bordj_Bou_Arreridj;LTE;3 531,41;670,99;4 202,40;Prestation de services LTE 4G;9
Bordj_Bou_Arreridj;LTE;1 172 842,50; -   ;1 172 842,50;Recharge via Carte Credit& Application;ATPOST
Bordj_Bou_Arreridj;LTE;330 872,50; -   ;330 872,50;recharge via eSpace Client;eSpace Client
Bordj_Bou_Arreridj;LTE;799 750,00; -   ;799 750,00;Rechargement via espace Actel;ActelEspace
Bordj_Bou_Arreridj;LTE;6 459 785,00; -   ;6 459 785,00;Recharges 4G;9
Bordj_Bou_Arreridj;LTE;1 246 958,95; -   ;1 246 958,95;Ventes et Recharges LTE 4G;9
Bordj_Bou_Arreridj;Modem;8 394,96;1 595,04;9 990,00;Modem;9
Bordj_Bou_Arreridj;PSTN;24 547,06;4 664,04;29 211,10;Divers;9
Bordj_Bou_Arreridj;PSTN;87 067,84;16 543,09;103 610,93;Prestation de services PSTN;9
Bordj_Bou_Arreridj;VOIP;47 735,01;9 069,69;56 804,70;Prestation de services VOIP;9
Bouira;ADSL;71 250,00; -   ;71 250,00;Recharge ADSL;9
Bouira;ADSL;17 204 435,15; -   ;17 204 435,15;recharge via agence;Agence
Bouira;ADSL;3 589 977,85; -   ;3 589 977,85;Recharge via Carte Credit& Application;ATPOST
Bouira;ADSL;1 482 540,80; -   ;1 482 540,80;recharge via eSpace Client;eSpace Client
Bouira;ADSL;428 091,10; -   ;428 091,10;Rechargement via espace Actel;ActelEspace
Bouira;ADSL;12 243 634,13;1 539,00;12 245 173,13;Ventes et recharges ADSL;9
Bouira;Divers;3 350,00;636,5;3 986,50;ventes accessoires;9
Bouira;DV;1 187 940,00; -   ;1 187 940,00;Divers;9
Bouira;FTTx;19 523,06;3 709,39;23 232,45;Modem;9
Bouira;FTTx;3 798,53;721,72;4 520,25;Prestation de services FTTX;9
Bouira;FTTx;1 800,00;342;2 142,00;Prestation de services FTTx;9
Bouira;FTTx;5 104 022,98; -   ;5 104 022,98;recharge via agence;Agence
Bouira;FTTx;1 177 612,31; -   ;1 177 612,31;Recharge via Carte Credit& Application;ATPOST
Bouira;FTTx;521 201,05; -   ;521 201,05;recharge via eSpace Client;eSpace Client
Bouira;FTTx;194 739,25; -   ;194 739,25;Rechargement via espace Actel;ActelEspace
Bouira;FTTx;25 180,00; -   ;25 180,00;Ventes et Recharges FTTX;9
Bouira;LTE;2 136,75;405,98;2 542,73;Modem;9
Bouira;LTE;4 361,11;828,64;5 189,75;Prestation de services LTE 4G;9
Bouira;LTE;1 533 270,00; -   ;1 533 270,00;Recharge via Carte Credit& Application;ATPOST
Bouira;LTE;520 785,00; -   ;520 785,00;recharge via eSpace Client;eSpace Client
Bouira;LTE;966 077,50; -   ;966 077,50;Rechargement via espace Actel;ActelEspace
Bouira;LTE;6 758 727,25; -   ;6 758 727,25;Recharges 4G;9
Bouira;LTE;1 667 478,35; -   ;1 667 478,35;Ventes et Recharges LTE 4G;9
Bouira;Modem;4 079,83;775,17;4 855,00;Modem;9
Bouira;PSTN;22 491,36;4 265,30;26 756,66;Divers;9
Bouira;PSTN;56 600,97;10 754,28;67 355,25;Prestation de services PSTN;9
Bouira;VOIP;15 847,45;3 011,05;18 858,50;Prestation de services VOIP;9
Boumerdes;ADSL;7 637 670,00; -   ;7 637 670,00;Recharge ADSL;9
Boumerdes;ADSL;15 651 288,72; -   ;15 651 288,72;recharge via agence;Agence
Boumerdes;ADSL;6 186 635,07; -   ;6 186 635,07;Recharge via Carte Credit& Application;ATPOST
Boumerdes;ADSL;2 914 376,45; -   ;2 914 376,45;recharge via eSpace Client;eSpace Client
Boumerdes;ADSL;478 517,25; -   ;478 517,25;Rechargement via espace Actel;ActelEspace
Boumerdes;ADSL;38 120 207,50;855;38 121 062,50;Ventes et recharges ADSL;9
Boumerdes;Divers;3 500,00;665;4 165,00;ventes accessoires;9
Boumerdes;DV;976 840,25;25,65;976 865,90;Divers;9
Boumerdes;FTTx;25 953,78;4 931,22;30 885,00;Modem;9
Boumerdes;FTTx;13 647,06;2 592,94;16 240,00;Prestation de services FTTX;9
Boumerdes;FTTx;3 000,00;570;3 570,00;Prestation de services FTTx;9
Boumerdes;FTTx;4 695 468,48; -   ;4 695 468,48;recharge via agence;Agence
Boumerdes;FTTx;2 287 622,65; -   ;2 287 622,65;Recharge via Carte Credit& Application;ATPOST
Boumerdes;FTTx;1 261 007,05; -   ;1 261 007,05;recharge via eSpace Client;eSpace Client
Boumerdes;FTTx;100; -   ;100;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Boumerdes;FTTx;138 907,15; -   ;138 907,15;Rechargement via espace Actel;ActelEspace
Boumerdes;FTTx;50 105,00; -   ;50 105,00;Ventes et Recharges FTTX;9
Boumerdes;LTE;1 068,38;202,99;1 271,37;Modem;9
Boumerdes;LTE;1 957,26;371,9;2 329,16;Prestation de services LTE 4G;9
Boumerdes;LTE;960 085,00; -   ;960 085,00;Recharge via Carte Credit& Application;ATPOST
Boumerdes;LTE;509 260,00; -   ;509 260,00;recharge via eSpace Client;eSpace Client
Boumerdes;LTE;536 195,00; -   ;536 195,00;Rechargement via espace Actel;ActelEspace
Boumerdes;LTE;7 614 588,13; -   ;7 614 588,13;Recharges 4G;9
Boumerdes;LTE;898 181,18; -   ;898 181,18;Ventes et Recharges LTE 4G;9
Boumerdes;Modem;18 819,32;3 575,68;22 395,00;Modem;9
Boumerdes;PSTN;13 967,10;2 645,66;16 612,76;Divers;9
Boumerdes;PSTN;39 545,79;7 509,72;47 055,51;Prestation de services PSTN;9
Boumerdes;VOIP;22 144,77;4 207,58;26 352,35;Prestation de services VOIP;9
Chlef;ADSL;232 846,00; -   ;232 846,00;Recharge ADSL;9
Chlef;ADSL;18 381 997,30; -   ;18 381 997,30;recharge via agence;Agence
Chlef;ADSL;5 044 949,95; -   ;5 044 949,95;Recharge via Carte Credit& Application;ATPOST
Chlef;ADSL;1 943 293,65; -   ;1 943 293,65;recharge via eSpace Client;eSpace Client
Chlef;ADSL;1 786 229,20; -   ;1 786 229,20;Rechargement via espace Actel;ActelEspace
Chlef;ADSL;11 454 617,75;513;11 455 130,75;Ventes et recharges ADSL;9
Chlef;Divers;48 987,80;9 307,70;58 295,50;ventes accessoires;9
Chlef;DV;525 712,50; -   ;525 712,50;Divers;9
Chlef;FTTx;136 596,61;25 953,39;162 550,00;Modem;9
Chlef;FTTx;7 110,09;1 350,92;8 461,00;Prestation de services FTTX;9
Chlef;FTTx;2 400,00;456;2 856,00;Prestation de services FTTx;9
Chlef;FTTx;7 365 146,71; -   ;7 365 146,71;recharge via agence;Agence
Chlef;FTTx;2 046 846,42; -   ;2 046 846,42;Recharge via Carte Credit& Application;ATPOST
Chlef;FTTx;882 758,95; -   ;882 758,95;recharge via eSpace Client;eSpace Client
Chlef;FTTx;391 435,70; -   ;391 435,70;Rechargement via espace Actel;ActelEspace
Chlef;FTTx;72 754,95; -   ;72 754,95;Ventes et Recharges FTTX;9
Chlef;LTE;2 707,48;503,07;3 210,55;Prestation de services LTE 4G;9
Chlef;LTE;2 006 940,00; -   ;2 006 940,00;Recharge via Carte Credit& Application;ATPOST
Chlef;LTE;421 512,50; -   ;421 512,50;recharge via eSpace Client;eSpace Client
Chlef;LTE;706 777,50; -   ;706 777,50;Rechargement via espace Actel;ActelEspace
Chlef;LTE;6 635 434,75; -   ;6 635 434,75;Recharges 4G;9
Chlef;LTE;888 145,30; -   ;888 145,30;Ventes et Recharges LTE 4G;9
Chlef;Modem;4 773,11;906,89;5 680,00;Modem;9
Chlef;PSTN;32 437,04;6 146,06;38 583,10;Divers;9
Chlef;PSTN;88 950,66;16 900,49;105 851,15;Prestation de services PSTN;9
Chlef;VOIP;89 470,56;16 999,49;106 470,05;Prestation de services VOIP;9
Constantine;ADSL;1 993 077,50; -   ;1 993 077,50;Recharge ADSL;9
Constantine;ADSL;7 598 790,40; -   ;7 598 790,40;recharge via agence;Agence
Constantine;ADSL;2 754 326,27; -   ;2 754 326,27;Recharge via Carte Credit& Application;ATPOST
Constantine;ADSL;1 399 494,45; -   ;1 399 494,45;recharge via eSpace Client;eSpace Client
Constantine;ADSL;2 220 492,70; -   ;2 220 492,70;Rechargement via espace Actel;ActelEspace
Constantine;ADSL;27 479 693,75;1 596,00;27 481 289,75;Ventes et recharges ADSL;9
Constantine;Divers;9 275,00;1 762,25;11 037,25;ventes accessoires;9
Constantine;DV;302 928,75; -   ;302 928,75;Divers;9
Constantine;FTTx;2 386,59;453,45;2 840,04;Modem;9
Constantine;FTTx;16 605,25;3 155,00;19 760,25;Prestation de services FTTX;9
Constantine;FTTx;9 000,00;1 710,00;10 710,00;Prestation de services FTTx;9
Constantine;FTTx;19 825 412,95; -   ;19 825 412,95;recharge via agence;Agence
Constantine;FTTx;9 410 002,31; -   ;9 410 002,31;Recharge via Carte Credit& Application;ATPOST
Constantine;FTTx;5 021 452,10; -   ;5 021 452,10;recharge via eSpace Client;eSpace Client
Constantine;FTTx;507,5; -   ;507,5;Rechargement et paiement factures via le canal PayShopDjeazy;PayShopDjeazy
Constantine;FTTx;5 299 966,05; -   ;5 299 966,05;Rechargement via espace Actel;ActelEspace
Constantine;FTTx;5 125,00; -   ;5 125,00;Ventes et Recharges FTTX;9
Constantine;LTE;1 510,26;286,96;1 797,22;Prestation de services LTE 4G;9
Constantine;LTE;923 880,00; -   ;923 880,00;Recharge via Carte Credit& Application;ATPOST
Constantine;LTE;485 740,00; -   ;485 740,00;recharge via eSpace Client;eSpace Client
Constantine;LTE;649 537,50; -   ;649 537,50;Rechargement via espace Actel;ActelEspace
Constantine;LTE;4 903 450,25; -   ;4 903 450,25;Recharges 4G;9
Constantine;LTE;1 777 432,20; -   ;1 777 432,20;Ventes et Recharges LTE 4G;9
Constantine;Modem;534,19;101,5;635,68;Divers;9
Constantine;Modem;82 107,09;15 600,37;97 707,46;Modem;9
Constantine;PSTN;55 111,25;10 471,35;65 582,60;Divers;9
Constantine;PSTN;142 463,84;27 068,12;169 531,95;Prestation de services PSTN;9
Constantine;VOIP;66 914,15;12 713,85;79 628,00;Prestation de services VOIP;9
Djanet;ADSL;334 417,75; -   ;334 417,75;recharge via agence;Agence
Djanet;ADSL;76 329,25; -   ;76 329,25;Recharge via Carte Credit& Application;ATPOST
Djanet;ADSL;7 680,95; -   ;7 680,95;recharge via eSpace Client;eSpace Client
Djanet;ADSL;5 005,10; -   ;5 005,10;Rechargement via espace Actel;ActelEspace
Djanet;ADSL;84 292,00; -   ;84 292,00;Ventes et recharges ADSL;9
Djanet;DV;10 862,50; -   ;10 862,50;Divers;9
Djanet;FTTx;1 054,62;200,38;1 255,00;Prestation de services FTTX;9
Djanet;FTTx;1 800,00;342;2 142,00;Prestation de services FTTx;9
Djanet;FTTx;1 716 415,80; -   ;1 716 415,80;recharge via agence;Agence
Djanet;FTTx;451 895,76; -   ;451 895,76;Recharge via Carte Credit& Application;ATPOST
Djanet;FTTx;41 008,25; -   ;41 008,25;recharge via eSpace Client;eSpace Client
Djanet;FTTx;26 079,05; -   ;26 079,05;Rechargement via espace Actel;ActelEspace
Djanet;FTTx;12 440,00; -   ;12 440,00;Ventes et Recharges FTTX;9
Djanet;LTE;128,21;24,36;152,57;Prestation de services LTE 4G;9
Djanet;LTE;223 540,00; -   ;223 540,00;Recharge via Carte Credit& Application;ATPOST
Djanet;LTE;29 920,00; -   ;29 920,00;recharge via eSpace Client;eSpace Client
Djanet;LTE;51 280,00; -   ;51 280,00;Rechargement via espace Actel;ActelEspace
Djanet;LTE;33 746,25; -   ;33 746,25;Recharges 4G;9
Djanet;LTE;187 642,65; -   ;187 642,65;Ventes et Recharges LTE 4G;9
Djanet;Modem;25 655,46;4 874,54;30 530,00;Modem;9
Djanet;PSTN;3 035,70;576,8;3 612,50;Divers;9
Djanet;PSTN;3 729,22;708,55;4 437,76;Prestation de services PSTN;9
Djanet;VOIP;12 916,34;2 454,11;15 370,45;Prestation de services VOIP;9
Djelfa;ADSL;18 316 185,00; -   ;18 316 185,00;Recharge ADSL;9
Djelfa;ADSL;13 742 227,09; -   ;13 742 227,09;recharge via agence;Agence
Djelfa;ADSL;4 345 415,75; -   ;4 345 415,75;Recharge via Carte Credit& Application;ATPOST
Djelfa;ADSL;1 720 089,80; -   ;1 720 089,80;recharge via eSpace Client;eSpace Client
Djelfa;ADSL;304 921,35; -   ;304 921,35;Rechargement via espace Actel;ActelEspace
Djelfa;ADSL;8 831 699,38;114;8 831 813,38;Ventes et recharges ADSL;9
Djelfa;CHARGEUR MODEM ADSL;525,21;99,79;625;Modem;9
Djelfa;DV;259 866,00; -   ;259 866,00;Divers;9
Djelfa;FTTx;14 142,85;2 687,15;16 830,00;Modem;9
Djelfa;FTTx;5 700,00;1 083,00;6 783,00;Prestation de services FTTX;9
Djelfa;FTTx;600;114;714;Prestation de services FTTx;9
Djelfa;FTTx;5 526 017,63; -   ;5 526 017,63;recharge via agence;Agence
Djelfa;FTTx;1 987 445,61; -   ;1 987 445,61;Recharge via Carte Credit& Application;ATPOST
Djelfa;FTTx;727 344,20; -   ;727 344,20;recharge via eSpace Client;eSpace Client
Djelfa;FTTx;217 428,20; -   ;217 428,20;Rechargement via espace Actel;ActelEspace
Djelfa;FTTx;14 960,00; -   ;14 960,00;Ventes et Recharges FTTX;9
Djelfa;LTE;2 609,83;494,26;3 104,09;Prestation de services LTE 4G;9
Djelfa;LTE;1 346 942,50; -   ;1 346 942,50;Recharge via Carte Credit& Application;ATPOST
Djelfa;LTE;459 722,50; -   ;459 722,50;recharge via eSpace Client;eSpace Client
Djelfa;LTE;317 625,00; -   ;317 625,00;Rechargement via espace Actel;ActelEspace
Djelfa;LTE;12 118 760,00; -   ;12 118 760,00;Recharges 4G;9
Djelfa;LTE;1 079 217,83; -   ;1 079 217,83;Ventes et Recharges LTE 4G;9
Djelfa;PSTN;28 378,48;5 331,22;33 709,70;Divers;9
Djelfa;PSTN;90 360,80;17 136,49;107 497,29;Prestation de services PSTN;9
Djelfa;VOIP;27 140,69;5 120,17;32 260,86;Prestation de services VOIP;9
El Meghaier;ADSL;384 218,75; -   ;384 218,75;Recharge ADSL;9
El Meghaier;ADSL;3 070 545,80; -   ;3 070 545,80;recharge via agence;Agence
El Meghaier;ADSL;1 103 775,76; -   ;1 103 775,76;Recharge via Carte Credit& Application;ATPOST
El Meghaier;ADSL;246 771,25; -   ;246 771,25;recharge via eSpace Client;eSpace Client
El Meghaier;ADSL;130 443,20; -   ;130 443,20;Rechargement via espace Actel;ActelEspace
El Meghaier;ADSL;692 713,75;114;692 827,75;Ventes et recharges ADSL;9
El Meghaier;Divers;750;142,5;892,5;ventes accessoires;9
El Meghaier;DV;116 132,50; -   ;116 132,50;Divers;9
El Meghaier;FTTx;715,97;136,03;852;Prestation de services FTTX;9
El Meghaier;FTTx;1 200,00;228;1 428,00;Prestation de services FTTx;9
El Meghaier;FTTx;1 015 242,25; -   ;1 015 242,25;recharge via agence;Agence
El Meghaier;FTTx;249 172,45; -   ;249 172,45;Recharge via Carte Credit& Application;ATPOST
El Meghaier;FTTx;59 788,85; -   ;59 788,85;recharge via eSpace Client;eSpace Client
El Meghaier;FTTx;58 540,55; -   ;58 540,55;Rechargement via espace Actel;ActelEspace
El Meghaier;LTE;578,63;109,94;688,58;Prestation de services LTE 4G;9
El Meghaier;LTE;443 685,00; -   ;443 685,00;Recharge via Carte Credit& Application;ATPOST
El Meghaier;LTE;107 195,00; -   ;107 195,00;recharge via eSpace Client;eSpace Client
El Meghaier;LTE;257 060,00; -   ;257 060,00;Rechargement via espace Actel;ActelEspace
El Meghaier;LTE;710 636,25; -   ;710 636,25;Recharges 4G;9
El Meghaier;LTE;264 907,85; -   ;264 907,85;Ventes et Recharges LTE 4G;9
El Meghaier;Modem;2 386,55;453,45;2 840,00;Modem;9
El Meghaier;PSTN;5 508,55;1 046,65;6 555,20;Divers;9
El Meghaier;PSTN;16 442,62;3 124,13;19 566,75;Prestation de services PSTN;9
El Meghaier;VOIP;1 823,10;346,4;2 169,50;Prestation de services VOIP;9
EL Meniaa;ADSL;2 349 095,30; -   ;2 349 095,30;recharge via agence;Agence
EL Meniaa;ADSL;856 675,79; -   ;856 675,79;Recharge via Carte Credit& Application;ATPOST
EL Meniaa;ADSL;108 656,70; -   ;108 656,70;recharge via eSpace Client;eSpace Client
EL Meniaa;ADSL;53 144,60; -   ;53 144,60;Rechargement via espace Actel;ActelEspace
EL Meniaa;ADSL;435 913,00;114;436 027,00;Ventes et recharges ADSL;9
EL Meniaa;Divers;625;118,75;743,75;ventes accessoires;9
EL Meniaa;DV;101 589,00; -   ;101 589,00;Divers;9
EL Meniaa;FTTx;955,88;181,62;1 137,50;Prestation de services FTTX;9
EL Meniaa;FTTx;4 200,00;798;4 998,00;Prestation de services FTTx;9
EL Meniaa;FTTx;1 233 047,95; -   ;1 233 047,95;recharge via agence;Agence
EL Meniaa;FTTx;312 669,15; -   ;312 669,15;Recharge via Carte Credit& Application;ATPOST
EL Meniaa;FTTx;46 284,25; -   ;46 284,25;recharge via eSpace Client;eSpace Client
EL Meniaa;FTTx;32 710,60; -   ;32 710,60;Rechargement via espace Actel;ActelEspace
EL Meniaa;FTTx;110; -   ;110;Ventes et Recharges FTTX;9
EL Meniaa;LTE;1 068,38;202,99;1 271,37;Modem;9
EL Meniaa;LTE;51,28;9,74;61,03;Prestation de services LTE 4G;9
EL Meniaa;LTE;367 825,00; -   ;367 825,00;Recharge via Carte Credit& Application;ATPOST
EL Meniaa;LTE;63 555,00; -   ;63 555,00;recharge via eSpace Client;eSpace Client
EL Meniaa;LTE;118 570,00; -   ;118 570,00;Rechargement via espace Actel;ActelEspace
EL Meniaa;LTE;238 099,00; -   ;238 099,00;Recharges 4G;9
EL Meniaa;LTE;211 553,00; -   ;211 553,00;Ventes et Recharges LTE 4G;9
EL Meniaa;Modem;7 457,98;1 417,02;8 875,00;Modem;9
EL Meniaa;PSTN;3 377,13;641,67;4 018,80;Divers;9
EL Meniaa;PSTN;11 697,26;2 222,49;13 919,75;Prestation de services PSTN;9
EL Meniaa;VOIP;2 957,14;561,86;3 519,00;Prestation de services VOIP;9
El_Bayadh;ADSL;8 159 041,15; -   ;8 159 041,15;recharge via agence;Agence
El_Bayadh;ADSL;1 840 251,73; -   ;1 840 251,73;Recharge via Carte Credit& Application;ATPOST
El_Bayadh;ADSL;584 235,20; -   ;584 235,20;recharge via eSpace Client;eSpace Client
El_Bayadh;ADSL;264 293,45; -   ;264 293,45;Rechargement via espace Actel;ActelEspace
El_Bayadh;ADSL;583 811,25;741;584 552,25;Ventes et recharges ADSL;9
El_Bayadh;Divers;1 000,21;190,04;1 190,25;ventes accessoires;9
El_Bayadh;DV;250 386,50; -   ;250 386,50;Divers;9
El_Bayadh;FTTx;5 336,14;1 013,86;6 350,00;Modem;9
El_Bayadh;FTTx;2 127,73;404,27;2 532,00;Prestation de services FTTX;9
El_Bayadh;FTTx;1 761 095,55; -   ;1 761 095,55;recharge via agence;Agence
El_Bayadh;FTTx;359 305,78; -   ;359 305,78;Recharge via Carte Credit& Application;ATPOST
El_Bayadh;FTTx;138 401,75; -   ;138 401,75;recharge via eSpace Client;eSpace Client
El_Bayadh;FTTx;87 788,15; -   ;87 788,15;Rechargement via espace Actel;ActelEspace
El_Bayadh;FTTx;6 470,00; -   ;6 470,00;Ventes et Recharges FTTX;9
El_Bayadh;LTE;1 093,59;207,79;1 301,38;Prestation de services LTE 4G;9
El_Bayadh;LTE;402 995,00; -   ;402 995,00;Recharge via Carte Credit& Application;ATPOST
El_Bayadh;LTE;144 500,00; -   ;144 500,00;recharge via eSpace Client;eSpace Client
El_Bayadh;LTE;419 410,00; -   ;419 410,00;Rechargement via espace Actel;ActelEspace
El_Bayadh;LTE;355 005,00; -   ;355 005,00;Recharges 4G;9
El_Bayadh;LTE;462 011,65; -   ;462 011,65;Ventes et Recharges LTE 4G;9
El_Bayadh;PSTN;12 497,10;2 374,50;14 871,60;Divers;9
El_Bayadh;PSTN;67 699,25;12 863,00;80 562,25;Prestation de services PSTN;9
